log_date,active_tname,fans_label,uu,uu_non,uu_asc,uu_des,uu_month_ratio,uu_non_month_ratio,uu_asc_month_ratio,uu_des_month_ratio
20190831,生活,4,6700,6110,564,0,1.075614063,0.98089581,0.090544229,
20190831,生活,5,974,903,71,0,1.079822616,1.001108647,0.078713969,
20190831,电影,1,40,40,0,0,0.975609756,0.975609756,,
20190831,电影,2,25,24,1,0,1,0.96,0.04,
20190831,电影,3,14,13,1,0,1,0.928571429,0.071428571,
20190831,电影,4,8,8,0,0,1,1,,
20190831,电影,5,1,1,0,0,1,1,,
20190831,电视剧,1,45,45,0,0,0.957446809,0.957446809,,
20190831,电视剧,2,16,16,0,0,1,1,,
20190831,电视剧,3,15,15,0,0,1,1,,
20190831,电视剧,4,4,4,0,0,1,1,,
20190831,电视剧,5,4,4,0,0,1,1,,
20190831,番剧,1,3270,3172,0,7,1.019009037,0.988469928,,0.002181365
20190831,番剧,2,1800,1763,27,3,1.006148686,0.985466741,0.01509223,0.001676914
20190831,番剧,3,805,783,21,0,1.013853904,0.986146096,0.026448363,
20190831,番剧,4,141,135,6,0,1.036764706,0.992647059,0.044117647,
20190831,番剧,5,18,18,0,0,0.947368421,0.947368421,,
20190831,知识,1,85774,78457,0,101,1.071826656,0.980393872,,0.00126209
20190831,知识,2,20086,18337,1376,56,1.049699504,0.958296316,0.071910112,0.002926574
20190831,知识,3,7442,6929,464,3,1.023518086,0.952963829,0.063815156,0.000412598
20190831,知识,4,1823,1639,178,0,1.081257414,0.972123369,0.105575326,
20190831,知识,5,226,208,16,0,1.086538462,1,0.076923077,
20190831,纪录片,1,17767,16289,0,24,1.082891449,0.992807948,,0.00146279
20190831,纪录片,2,1497,1406,72,9,1.023239918,0.961038961,0.049213944,0.006151743
20190831,纪录片,3,477,449,28,0,1.004210526,0.945263158,0.058947368,
20190831,纪录片,4,121,115,6,0,1.025423729,0.974576271,0.050847458,
20190831,纪录片,5,22,21,1,0,1,0.954545455,0.045454545,
20190831,舞蹈,1,52786,49784,0,83,1.044357392,0.984963596,,0.001642134
20190831,舞蹈,2,9305,8928,269,39,1.017162221,0.975951028,0.029405334,0.004263227
20190831,舞蹈,3,3027,2899,113,4,1.01034713,0.967623498,0.037716956,0.001335113
20190831,舞蹈,4,772,738,33,0,1.032085561,0.986631016,0.044117647,
20190831,舞蹈,5,121,118,3,0,1.025423729,1,0.025423729,
20190831,音乐,0,3,3,0,0,1,1,,
20190831,音乐,1,318912,294474,0,402,1.069826265,0.987846238,,0.001348554
20190831,音乐,2,32710,30717,1550,189,1.035749343,0.972641778,0.049080143,0.005984611
20190831,音乐,3,9151,8637,444,8,1.016326077,0.959240338,0.049311417,0.000888494
20190831,音乐,4,1794,1675,114,0,1.062166963,0.991711072,0.06749556,
20190831,音乐,5,262,251,11,0,1.048,1.004,0.044,
20190831,鬼畜,1,13730,13085,0,43,1.032486088,0.983982554,,0.003233569
20190831,鬼畜,2,3713,3497,169,22,1.025407346,0.965755316,0.04667219,0.00607567
20190831,鬼畜,3,1496,1399,89,3,1.029593944,0.962835513,0.061252581,0.002064694
20190831,鬼畜,4,460,428,32,0,1.052631579,0.979405034,0.073226545,
20190831,鬼畜,5,82,76,6,0,1.078947368,1,0.078947368,
20190930,付费,1,1,1,0,0,,,,
20190930,动画,0,4,4,0,0,1,1,,
20190930,动画,1,216751,208540,0,238,1.03020005,0.991173829,,0.001131195
20190930,动画,2,31245,30025,1028,46,1.018747962,0.978969677,0.033518096,0.001499837
20190930,动画,3,10217,9858,328,1,1.018745638,0.982949447,0.032705155,9.97E-05
20190930,动画,4,2107,2004,97,0,1.042037587,0.991097923,0.047972305,
20190930,动画,5,244,237,6,0,1.038297872,1.008510638,0.025531915,
20190930,国创,1,16163,15413,0,19,1.037752809,0.989598716,,0.001219904
20190930,国创,2,2896,2809,74,5,1.005206526,0.975008678,0.025685526,0.001735509
20190930,国创,3,1078,1052,22,1,1.006535948,0.98225957,0.02054155,0.000933707
20190930,国创,4,249,244,5,0,1.020491803,1,0.020491803,
20190930,国创,5,57,56,1,0,1,0.98245614,0.01754386,
20190930,娱乐,1,266022,254382,0,181,1.030585719,0.985491638,,0.000701205
20190930,娱乐,2,44130,42558,1328,35,1.017687891,0.981435786,0.030625187,0.00080714
20190930,娱乐,3,12903,12450,412,2,1.02347902,0.987546601,0.032680257,0.000158642
20190930,娱乐,4,1628,1559,67,0,1.036282623,0.992361553,0.042647995,
20190930,娱乐,5,100,95,5,0,1.063829787,1.010638298,0.053191489,
20190930,广告,1,16195,15363,0,5,1.041613069,0.988101364,,0.000321585
20190930,广告,2,526,507,16,0,1.009596929,0.973128599,0.030710173,
20190930,广告,3,120,113,6,0,1.090909091,1.027272727,0.054545455,
20190930,广告,4,18,18,0,0,1.058823529,1.058823529,,
20190930,广告,5,1,1,0,0,1,1,,
20190930,影视,1,304731,290324,0,266,1.04178333,0.992530144,,0.000909374
20190930,影视,2,31074,29674,1237,27,1.024462614,0.978306739,0.040782012,0.000890149
20190930,影视,3,8892,8525,339,3,1.024778149,0.982482425,0.039068803,0.000345742
20190930,影视,4,1602,1526,74,1,1.042290176,0.992843201,0.048145738,0.000650618
20190930,影视,5,212,206,6,0,1.024154589,0.995169082,0.028985507,
20190930,数码,1,39607,36435,0,59,1.087297883,1.000219617,,0.001619678
20190930,数码,2,4601,4270,258,15,1.04354729,0.968473577,0.05851667,0.003402132
20190930,数码,3,1604,1489,102,4,1.036845507,0.96250808,0.065934066,0.00258565
20190930,数码,4,462,434,28,0,1.045248869,0.981900452,0.063348416,
20190930,数码,5,77,76,1,0,1.013157895,1,0.013157895,
20190930,时尚,1,62163,57905,0,116,1.056134151,0.983791774,,0.001970812
20190930,时尚,2,8655,8169,377,30,1.019194536,0.961964202,0.044394724,0.003532737
20190930,时尚,3,4629,4380,204,18,1.02162878,0.966674023,0.045023174,0.003972633
20190930,时尚,4,1837,1736,99,0,1.039615167,0.98245614,0.056027165,
20190930,时尚,5,323,306,17,0,1.055555556,1,0.055555556,
20190930,游戏,0,5,5,0,0,1,1,,
20190930,游戏,1,1589399,1516596,0,1533,1.040476077,0.992816691,,0.001003555
20190930,游戏,2,109372,104046,4379,372,1.026080757,0.97611453,0.041081882,0.003489943
20190930,游戏,3,30701,29267,1239,26,1.019391042,0.971776737,0.041139556,0.0008633
20190930,游戏,4,6000,5791,194,4,1.024765158,0.989069172,0.033134073,0.000683177
20190930,游戏,5,768,733,34,0,1.039242219,0.99188092,0.046008119,
20190930,生活,0,8,8,0,0,1,1,,
20190930,生活,1,1571492,1446623,0,1160,1.077065952,0.991483494,,0.000795038
20190930,生活,2,83138,77224,4782,204,1.04461784,0.970309221,0.06008519,0.002563233
20190930,生活,3,26389,24746,1382,19,1.031061968,0.966867235,0.053997031,0.000742361
20190930,生活,4,7055,6606,421,1,1.052985075,0.985970149,0.062835821,0.000149254
20190930,生活,5,1014,969,45,0,1.041067762,0.99486653,0.046201232,
20190930,电影,1,41,39,0,0,1.025,0.975,,
20190930,电影,2,25,25,0,0,1,1,,
20190930,电影,3,14,14,0,0,1,1,,
20190930,电影,4,8,8,0,0,1,1,,
20190930,电影,5,1,1,0,0,1,1,,
20190930,电视剧,1,45,45,0,0,1,1,,
20190930,电视剧,2,16,16,0,0,1,1,,
20190930,电视剧,3,14,14,0,0,0.933333333,0.933333333,,
20190930,电视剧,4,4,4,0,0,1,1,,
20190930,电视剧,5,4,4,0,0,1,1,,
20190930,番剧,1,3301,3237,0,5,1.009480122,0.989908257,,0.001529052
20190930,番剧,2,1810,1776,31,0,1.005555556,0.986666667,0.017222222,
20190930,番剧,3,810,793,16,0,1.00621118,0.985093168,0.019875776,
20190930,番剧,4,145,140,5,0,1.028368794,0.992907801,0.035460993,
20190930,番剧,5,19,18,1,0,1.055555556,1,0.055555556,
20190930,知识,1,90547,84039,0,64,1.055646233,0.979772425,,0.000746147
20190930,知识,2,20994,19319,1395,18,1.045205616,0.961814199,0.069451359,0.000896147
20190930,知识,3,7765,7204,530,3,1.043402311,0.96801935,0.071217415,0.000403117
20190930,知识,4,1971,1804,162,0,1.08118486,0.989577619,0.088864509,
20190930,知识,5,248,225,23,0,1.097345133,0.995575221,0.101769912,
20190930,纪录片,1,19151,17624,0,18,1.077897225,0.991951371,,0.001013114
20190930,纪录片,2,1504,1422,72,2,1.004676019,0.9498998,0.048096192,0.001336005
20190930,纪录片,3,507,467,38,0,1.062893082,0.979035639,0.07966457,
20190930,纪录片,4,121,115,6,0,1,0.950413223,0.049586777,
20190930,纪录片,5,25,23,2,0,1.136363636,1.045454545,0.090909091,
20190930,舞蹈,1,60498,56938,0,46,1.146099345,1.07865722,,0.000871443
20190930,舞蹈,2,9764,9416,293,10,1.049328318,1.01192907,0.031488447,0.001074691
20190930,舞蹈,3,3130,3022,97,0,1.03402709,0.9983482,0.032044929,
20190930,舞蹈,4,821,770,49,1,1.063471503,0.997409326,0.063471503,0.001295337
20190930,舞蹈,5,123,119,4,0,1.016528926,0.983471074,0.033057851,
20190930,音乐,0,3,3,0,0,1,1,,
20190930,音乐,1,334330,316975,0,281,1.048345625,0.993926224,,0.000881121
20190930,音乐,2,33491,32073,1177,52,1.02387649,0.980525833,0.03598288,0.001589728
20190930,音乐,3,9441,9018,368,3,1.031690526,0.985466069,0.040214184,0.000327833
20190930,音乐,4,1845,1787,53,0,1.028428094,0.996098105,0.029542921,
20190930,音乐,5,272,264,8,0,1.038167939,1.007633588,0.030534351,
20190930,鬼畜,1,13733,13505,0,29,1.0002185,0.983612527,,0.002112163
20190930,鬼畜,2,3721,3609,101,5,1.002154592,0.971990304,0.027201724,0.00134662
20190930,鬼畜,3,1515,1482,31,1,1.012700535,0.990641711,0.020721925,0.000668449
20190930,鬼畜,4,474,456,18,0,1.030434783,0.991304348,0.039130435,
20190930,鬼畜,5,85,82,3,0,1.036585366,1,0.036585366,
20191031,付费,1,5,3,0,0,5,3,,
20191031,付费,2,1,1,0,0,,,,
20191031,付费,3,1,1,0,0,,,,
20191031,付费,4,2,2,0,0,,,,
20191031,动画,0,4,4,0,0,1,1,,
20191031,动画,1,223427,214471,0,138,1.030800319,0.989481017,,0.000636675
20191031,动画,2,31842,30626,1016,30,1.019107057,0.98018883,0.032517203,0.000960154
20191031,动画,3,10471,10034,393,12,1.024860527,0.982088676,0.038465303,0.001174513
20191031,动画,4,2199,2076,119,0,1.043663977,0.985287138,0.056478405,
20191031,动画,5,248,244,4,0,1.016393443,1,0.016393443,
20191031,国创,1,16528,15898,0,3,1.022582441,0.983604529,,0.000185609
20191031,国创,2,2926,2834,80,1,1.010359116,0.97859116,0.027624309,0.000345304
20191031,国创,3,1085,1059,26,0,1.006493506,0.982374768,0.024118738,
20191031,国创,4,259,247,12,0,1.040160643,0.991967871,0.048192771,
20191031,国创,5,57,56,1,0,1,0.98245614,0.01754386,
20191031,娱乐,1,276004,264143,0,150,1.037523212,0.992936674,,0.000563863
20191031,娱乐,2,45262,43620,1414,24,1.025651484,0.988443236,0.032041695,0.000543848
20191031,娱乐,3,13200,12814,357,4,1.023017903,0.993102379,0.027667984,0.000310005
20191031,娱乐,4,1683,1624,55,1,1.033783784,0.997542998,0.033783784,0.000614251
20191031,娱乐,5,103,99,4,0,1.03,0.99,0.04,
20191031,广告,1,16839,15980,0,3,1.03976536,0.986724298,,0.000185242
20191031,广告,2,528,512,13,1,1.003802281,0.97338403,0.024714829,0.001901141
20191031,广告,3,124,117,7,0,1.033333333,0.975,0.058333333,
20191031,广告,4,18,17,1,0,1,0.944444444,0.055555556,
20191031,广告,5,2,1,1,0,2,1,1,
20191031,影视,1,318049,302735,0,133,1.043704119,0.993449961,,0.000436451
20191031,影视,2,31806,30436,1201,24,1.023556671,0.979468366,0.038649675,0.00077235
20191031,影视,3,9158,8759,368,5,1.02991453,0.985042735,0.041385515,0.000562303
20191031,影视,4,1656,1591,64,0,1.033707865,0.993133583,0.039950062,
20191031,影视,5,217,210,7,0,1.023584906,0.990566038,0.033018868,
20191031,数码,1,42353,39255,0,22,1.069331179,0.991112682,,0.000555457
20191031,数码,2,4774,4459,272,3,1.037600522,0.969137144,0.059117583,0.000652032
20191031,数码,3,1688,1556,124,4,1.052369077,0.970074813,0.077306733,0.002493766
20191031,数码,4,481,451,28,1,1.041125541,0.976190476,0.060606061,0.002164502
20191031,数码,5,81,77,4,0,1.051948052,1,0.051948052,
20191031,时尚,1,65494,61152,0,43,1.05358493,0.983736306,,0.00069173
20191031,时尚,2,8866,8398,345,18,1.024378972,0.970306181,0.039861352,0.002079723
20191031,时尚,3,4744,4496,214,9,1.024843379,0.971268092,0.046230287,0.001944264
20191031,时尚,4,1918,1810,105,0,1.044093631,0.985302123,0.05715841,
20191031,时尚,5,336,325,11,0,1.040247678,1.00619195,0.034055728,
20191031,游戏,0,5,5,0,0,1,1,,
20191031,游戏,1,1656514,1578261,0,856,1.042226653,0.99299232,,0.000538568
20191031,游戏,2,112533,107138,4575,209,1.028901364,0.979574297,0.041829719,0.00191091
20191031,游戏,3,31744,30059,1506,24,1.033972835,0.979088629,0.049053777,0.000781733
20191031,游戏,4,6224,5940,276,1,1.037333333,0.99,0.046,0.000166667
20191031,游戏,5,808,767,40,0,1.052083333,0.998697917,0.052083333,
20191031,生活,0,8,8,0,0,1,1,,
20191031,生活,1,1689645,1557903,0,641,1.075185238,0.991352804,,0.000407893
20191031,生活,2,86996,81211,4703,141,1.046404773,0.97682167,0.056568597,0.001695975
20191031,生活,3,27507,25704,1563,12,1.042366137,0.974042215,0.059229224,0.000454735
20191031,生活,4,7434,6964,449,1,1.053720765,0.987101347,0.063642807,0.000141743
20191031,生活,5,1076,1009,66,0,1.061143984,0.995069034,0.065088757,
20191031,电影,1,35,35,0,0,0.853658537,0.853658537,,
20191031,电影,2,22,21,1,0,0.88,0.84,0.04,
20191031,电影,3,15,13,2,0,1.071428571,0.928571429,0.142857143,
20191031,电影,4,7,7,0,0,0.875,0.875,,
20191031,电影,5,1,1,0,0,1,1,,
20191031,电视剧,1,43,42,0,0,0.955555556,0.933333333,,
20191031,电视剧,2,16,16,0,0,1,1,,
20191031,电视剧,3,13,13,0,0,0.928571429,0.928571429,,
20191031,电视剧,4,4,4,0,0,1,1,,
20191031,电视剧,5,4,4,0,0,1,1,,
20191031,番剧,1,3340,3268,0,7,1.011814602,0.990003029,,0.00212057
20191031,番剧,2,1810,1780,24,0,1,0.983425414,0.013259669,
20191031,番剧,3,818,799,17,2,1.009876543,0.986419753,0.020987654,0.002469136
20191031,番剧,4,148,145,3,0,1.020689655,1,0.020689655,
20191031,番剧,5,18,18,0,0,0.947368421,0.947368421,,
20191031,知识,1,95963,89038,0,43,1.05981424,0.983334622,,0.000474891
20191031,知识,2,21967,20307,1394,14,1.046346575,0.967276365,0.066399924,0.000666857
20191031,知识,3,8099,7533,540,4,1.043013522,0.970122344,0.06954282,0.000515132
20191031,知识,4,2102,1945,156,0,1.066463724,0.986808727,0.079147641,
20191031,知识,5,268,248,20,0,1.080645161,1,0.080645161,
20191031,纪录片,1,20490,19102,0,10,1.06991802,0.997441387,,0.000522166
20191031,纪录片,2,1561,1461,91,0,1.037898936,0.971409574,0.060505319,
20191031,纪录片,3,525,487,35,0,1.035502959,0.960552268,0.069033531,
20191031,纪录片,4,129,120,9,0,1.066115702,0.991735537,0.074380165,
20191031,纪录片,5,27,27,0,0,1.08,1.08,,
20191031,舞蹈,1,63521,60041,0,32,1.049968594,0.992446031,,0.000528943
20191031,舞蹈,2,9990,9616,322,17,1.023146252,0.984842278,0.032978288,0.00174109
20191031,舞蹈,3,3170,3054,105,0,1.012779553,0.97571885,0.033546326,
20191031,舞蹈,4,870,817,53,0,1.059683313,0.995127893,0.06455542,
20191031,舞蹈,5,129,123,6,0,1.048780488,1,0.048780488,
20191031,音乐,0,3,3,0,0,1,1,,
20191031,音乐,1,348994,331830,0,142,1.043860856,0.992522358,,0.00042473
20191031,音乐,2,34347,32983,1180,54,1.025559105,0.984831746,0.035233346,0.001612373
20191031,音乐,3,9751,9281,409,3,1.032835505,0.983052643,0.043321682,0.000317763
20191031,音乐,4,1903,1819,75,0,1.031436314,0.985907859,0.040650407,
20191031,音乐,5,284,270,14,0,1.044117647,0.992647059,0.051470588,
20191031,鬼畜,1,13721,13521,0,14,0.999126192,0.984562732,,0.001019442
20191031,鬼畜,2,3718,3641,66,5,0.999193765,0.978500403,0.017737167,0.001343725
20191031,鬼畜,3,1531,1488,40,2,1.010561056,0.982178218,0.02640264,0.001320132
20191031,鬼畜,4,486,470,16,0,1.025316456,0.991561181,0.033755274,
20191031,鬼畜,5,86,86,0,0,1.011764706,1.011764706,,
20191130,付费,1,4,4,0,0,0.8,0.8,,
20191130,付费,2,2,1,1,0,2,1,1,
20191130,付费,3,2,1,0,0,2,1,,
20191130,付费,4,2,2,0,0,1,1,,
20191130,动画,0,4,4,0,0,1,1,,
20191130,动画,1,228984,221288,0,133,1.024871658,0.990426403,,0.000595273
20191130,动画,2,32354,31258,944,24,1.016079392,0.981659444,0.029646379,0.000753721
20191130,动画,3,10725,10321,357,6,1.024257473,0.985674721,0.034094165,0.000573011
20191130,动画,4,2278,2173,96,0,1.035925421,0.988176444,0.043656207,
20191130,动画,5,254,246,8,0,1.024193548,0.991935484,0.032258065,
20191130,国创,1,16852,16262,0,6,1.019603098,0.983906099,,0.00036302
20191130,国创,2,2920,2849,57,1,0.997949419,0.973684211,0.019480519,0.000341763
20191130,国创,3,1103,1069,32,1,1.016589862,0.985253456,0.029493088,0.000921659
20191130,国创,4,265,257,7,0,1.023166023,0.992277992,0.027027027,
20191130,国创,5,58,58,0,0,1.01754386,1.01754386,,
20191130,娱乐,1,284657,274127,0,128,1.031350995,0.993199374,,0.000463761
20191130,娱乐,2,46140,44758,1176,21,1.019398171,0.988864831,0.02598206,0.000463965
20191130,娱乐,3,13530,13138,367,0,1.025,0.99530303,0.02780303,
20191130,娱乐,4,1736,1674,62,0,1.031491384,0.994652406,0.036838978,
20191130,娱乐,5,108,103,4,0,1.048543689,1,0.038834951,
20191130,广告,1,17501,16660,0,1,1.039313498,0.989369915,,5.94E-05
20191130,广告,2,533,521,12,0,1.009469697,0.986742424,0.022727273,
20191130,广告,3,125,120,5,0,1.008064516,0.967741935,0.040322581,
20191130,广告,4,18,18,0,0,1,1,,
20191130,广告,5,2,2,0,0,1,1,,
20191130,影视,0,1,1,0,0,,,,
20191130,影视,1,330887,315788,0,105,1.040364849,0.992891033,,0.000330138
20191130,影视,2,32535,31289,1053,21,1.022920204,0.983745205,0.033106961,0.000660253
20191130,影视,3,9347,9010,311,1,1.020637694,0.983839266,0.03395938,0.000109194
20191130,影视,4,1700,1632,66,0,1.026570048,0.985507246,0.039855072,
20191130,影视,5,224,218,6,0,1.032258065,1.004608295,0.02764977,
20191130,数码,1,45438,42179,0,31,1.072840177,0.995891672,,0.000731943
20191130,数码,2,5021,4681,285,9,1.051738584,0.980519481,0.059698366,0.001885212
20191130,数码,3,1741,1647,84,3,1.031398104,0.9757109,0.049763033,0.001777251
20191130,数码,4,499,469,30,0,1.037422037,0.975051975,0.062370062,
20191130,数码,5,85,81,4,0,1.049382716,1,0.049382716,
20191130,时尚,1,69452,64518,0,46,1.060433017,0.985097872,,0.000702354
20191130,时尚,2,9168,8648,399,20,1.034062711,0.975411685,0.045003384,0.002255809
20191130,时尚,3,4848,4600,212,6,1.021922428,0.969645868,0.044688027,0.001264755
20191130,时尚,4,2015,1890,117,2,1.050573514,0.98540146,0.061001043,0.001042753
20191130,时尚,5,345,335,10,0,1.026785714,0.99702381,0.029761905,
20191130,游戏,0,5,5,0,0,1,1,,
20191130,游戏,1,1714313,1645211,0,748,1.034891948,0.993176635,,0.000451551
20191130,游戏,2,115493,110687,4148,142,1.026303395,0.983595923,0.036860299,0.001261852
20191130,游戏,3,32613,31231,1204,16,1.027375252,0.983839466,0.037928427,0.000504032
20191130,游戏,4,6418,6166,243,3,1.031169666,0.990681234,0.039042416,0.000482005
20191130,游戏,5,829,801,28,0,1.025990099,0.991336634,0.034653465,
20191130,生活,0,8,8,0,0,1,1,,
20191130,生活,1,1796797,1676062,0,557,1.063416872,0.991961033,,0.000329655
20191130,生活,2,90373,85170,4260,104,1.038817877,0.979010529,0.048967769,0.001195457
20191130,生活,3,28528,26849,1454,22,1.037117825,0.976078816,0.052859272,0.000799796
20191130,生活,4,7835,7377,430,2,1.053941351,0.992332526,0.057842346,0.000269034
20191130,生活,5,1129,1072,56,0,1.049256506,0.996282528,0.05204461,
20191130,电影,1,35,35,0,0,1,1,,
20191130,电影,2,23,22,1,0,1.045454545,1,0.045454545,
20191130,电影,3,15,15,0,0,1,1,,
20191130,电影,4,7,7,0,0,1,1,,
20191130,电影,5,1,1,0,0,1,1,,
20191130,电视剧,1,42,41,0,0,0.976744186,0.953488372,,
20191130,电视剧,2,17,16,1,0,1.0625,1,0.0625,
20191130,电视剧,3,12,12,0,0,0.923076923,0.923076923,,
20191130,电视剧,4,4,4,0,0,1,1,,
20191130,电视剧,5,4,4,0,0,1,1,,
20191130,番剧,1,3366,3308,0,1,1.007784431,0.990419162,,0.000299401
20191130,番剧,2,1816,1781,34,0,1.003314917,0.983977901,0.01878453,
20191130,番剧,3,826,813,12,0,1.009779951,0.993887531,0.014669927,
20191130,番剧,4,150,148,2,0,1.013513514,1,0.013513514,
20191130,番剧,5,18,18,0,0,1,1,,
20191130,知识,1,101530,94515,0,35,1.058011942,0.984910851,,0.000364724
20191130,知识,2,22844,21213,1424,13,1.039923522,0.965675786,0.064824509,0.000591797
20191130,知识,3,8495,7903,557,4,1.048894925,0.975799481,0.068773923,0.000493888
20191130,知识,4,2244,2082,158,0,1.06755471,0.990485252,0.075166508,
20191130,知识,5,283,268,15,0,1.055970149,1,0.055970149,
20191130,纪录片,1,21586,20358,0,11,1.053489507,0.993557833,,0.000536847
20191130,纪录片,2,1611,1524,76,0,1.03203075,0.976297245,0.048686739,
20191130,纪录片,3,528,508,19,0,1.005714286,0.967619048,0.036190476,
20191130,纪录片,4,135,127,8,0,1.046511628,0.984496124,0.062015504,
20191130,纪录片,5,29,27,1,0,1.074074074,1,0.037037037,
20191130,舞蹈,1,67141,63054,0,33,1.056989027,0.992648101,,0.000519513
20191130,舞蹈,2,10200,9817,325,8,1.021021021,0.982682683,0.032532533,0.000800801
20191130,舞蹈,3,3226,3118,100,0,1.017665615,0.983596215,0.031545741,
20191130,舞蹈,4,908,869,39,0,1.043678161,0.998850575,0.044827586,
20191130,舞蹈,5,134,128,6,0,1.03875969,0.992248062,0.046511628,
20191130,音乐,0,2,2,0,0,0.666666667,0.666666667,,
20191130,音乐,1,366185,347412,0,124,1.049258727,0.995466971,,0.000355307
20191130,音乐,2,35267,33919,1120,24,1.026785454,0.987538941,0.032608379,0.000698751
20191130,音乐,3,10024,9596,355,2,1.027997128,0.984104194,0.036406522,0.000205107
20191130,音乐,4,2004,1892,104,0,1.053074094,0.994219653,0.054650552,
20191130,音乐,5,295,287,8,0,1.038732394,1.01056338,0.028169014,
20191130,鬼畜,1,13750,13559,0,17,1.002113549,0.98819328,,0.001238977
20191130,鬼畜,2,3701,3632,58,6,0.995427649,0.976869285,0.015599785,0.001613771
20191130,鬼畜,3,1548,1521,27,0,1.011103854,0.993468321,0.017635532,
20191130,鬼畜,4,489,485,4,0,1.00617284,0.997942387,0.008230453,
20191130,鬼畜,5,86,85,1,0,1,0.988372093,0.011627907,
20191231,付费,1,3,3,0,0,0.75,0.75,,
20191231,付费,2,3,2,1,0,1.5,1,0.5,
20191231,付费,3,2,2,0,0,1,1,,
20191231,付费,4,2,2,0,0,1,1,,
20191231,付费,5,1,1,0,0,,,,
20191231,动画,0,4,4,0,0,1,1,,
20191231,动画,1,236492,227020,0,124,1.032788317,0.991422982,,0.000541523
20191231,动画,2,32854,31807,883,26,1.01545404,0.983093281,0.027291834,0.00080361
20191231,动画,3,10943,10554,348,4,1.02032634,0.984055944,0.032447552,0.00037296
20191231,动画,4,2364,2263,96,1,1.037752414,0.993415277,0.04214223,0.000438982
20191231,动画,5,269,255,14,0,1.059055118,1.003937008,0.05511811,
20191231,国创,1,17451,16684,0,10,1.035544742,0.990030857,,0.000593401
20191231,国创,2,2960,2882,62,2,1.01369863,0.986986301,0.021232877,0.000684932
20191231,国创,3,1122,1097,24,0,1.017225748,0.99456029,0.02175884,
20191231,国创,4,272,264,8,0,1.026415094,0.996226415,0.030188679,
20191231,国创,5,58,58,0,0,1,1,,
20191231,娱乐,1,293628,282471,0,141,1.031515122,0.992320582,,0.000495333
20191231,娱乐,2,46984,45476,1302,24,1.018292154,0.985609016,0.028218466,0.000520156
20191231,娱乐,3,13831,13387,407,6,1.022246859,0.989430894,0.030081301,0.000443459
20191231,娱乐,4,1775,1716,54,0,1.022465438,0.988479263,0.031105991,
20191231,娱乐,5,115,109,4,0,1.064814815,1.009259259,0.037037037,
20191231,广告,1,18227,17267,0,2,1.041483344,0.986629335,,0.000114279
20191231,广告,2,561,529,28,1,1.052532833,0.99249531,0.052532833,0.001876173
20191231,广告,3,127,124,3,0,1.016,0.992,0.024,
20191231,广告,4,17,17,0,0,0.944444444,0.944444444,,
20191231,广告,5,2,2,0,0,1,1,,
20191231,影视,0,1,1,0,0,1,1,,
20191231,影视,1,345902,328928,0,117,1.045378029,0.99407955,,0.000353595
20191231,影视,2,33366,31980,1162,19,1.025541724,0.982941448,0.035715383,0.000583986
20191231,影视,3,9639,9255,342,6,1.03123997,0.99015727,0.03658928,0.000641917
20191231,影视,4,1737,1683,54,0,1.021764706,0.99,0.031764706,
20191231,影视,5,238,225,12,0,1.0625,1.004464286,0.053571429,
20191231,数码,1,47967,44894,0,21,1.05565826,0.988027642,,0.000462168
20191231,数码,2,5261,4894,301,6,1.047799243,0.974706234,0.059948217,0.001194981
20191231,数码,3,1825,1717,93,5,1.048248133,0.986214819,0.053417576,0.002871913
20191231,数码,4,519,491,28,0,1.04008016,0.983967936,0.056112224,
20191231,数码,5,89,84,5,0,1.047058824,0.988235294,0.058823529,
20191231,时尚,1,73450,68608,0,52,1.057564937,0.987847722,,0.000748719
20191231,时尚,2,9376,8920,339,24,1.022687609,0.972949389,0.03697644,0.002617801
20191231,时尚,3,4933,4717,177,9,1.017533003,0.972978548,0.036509901,0.001856436
20191231,时尚,4,2094,1988,102,0,1.039205955,0.986600496,0.050620347,
20191231,时尚,5,357,344,12,0,1.034782609,0.997101449,0.034782609,
20191231,游戏,0,5,5,0,0,1,1,,
20191231,游戏,1,1778140,1701530,0,710,1.037231824,0.992543369,,0.00041416
20191231,游戏,2,118819,113535,4508,171,1.028798282,0.983046592,0.039032669,0.001480609
20191231,游戏,3,33471,32054,1248,25,1.026308527,0.982859596,0.038266949,0.000766565
20191231,游戏,4,6625,6359,254,4,1.032253038,0.990807105,0.039576192,0.000623247
20191231,游戏,5,853,826,27,0,1.028950543,0.996381182,0.032569361,
20191231,生活,0,8,8,0,0,1,1,,
20191231,生活,1,1927595,1783592,0,538,1.07279509,0.992650811,,0.000299422
20191231,生活,2,94433,88642,4619,115,1.044924922,0.980846049,0.051110398,0.001272504
20191231,生活,3,29759,28003,1479,26,1.043150589,0.981597027,0.051843803,0.000911385
20191231,生活,4,8222,7763,424,3,1.049393746,0.990810466,0.054116146,0.000382897
20191231,生活,5,1187,1127,58,0,1.051372896,0.998228521,0.051372896,
20191231,电影,1,34,34,0,0,0.971428571,0.971428571,,
20191231,电影,2,20,20,0,0,0.869565217,0.869565217,,
20191231,电影,3,15,15,0,0,1,1,,
20191231,电影,4,8,8,0,0,1.142857143,1.142857143,,
20191231,电影,5,1,1,0,0,1,1,,
20191231,电视剧,1,42,40,0,0,1,0.952380952,,
