log_date,active_tname,fans_label,uu,uu_non,uu_asc,uu_des,uu_month_ratio,uu_non_month_ratio,uu_asc_month_ratio,uu_des_month_ratio
20200430,广告,4,17,15,2,0,0.944444444,0.833333333,0.111111111,
20200430,广告,5,4,3,0,0,1.333333333,1,,
20200430,影视,0,84,24,0,58,3.652173913,1.043478261,,2.52173913
20200430,影视,1,478468,441329,0,176,1.074781491,0.991356247,,0.000395348
20200430,影视,2,39105,36736,1992,35,1.040054257,0.977047262,0.052980132,0.000930876
20200430,影视,3,11146,10557,528,8,1.038092577,0.983235541,0.049175747,0.000745087
20200430,影视,4,2022,1939,78,0,1.03058104,0.988277268,0.039755352,
20200430,影视,5,257,249,8,0,1.011811024,0.980314961,0.031496063,
20200430,数码,0,11,2,0,9,5.5,1,,4.5
20200430,数码,1,69362,62267,0,19,1.108408706,0.995030202,,0.000303621
20200430,数码,2,6730,6068,569,2,1.075939249,0.970103917,0.090967226,0.000319744
20200430,数码,3,2323,2098,200,1,1.077958237,0.973549884,0.092807425,0.000464037
20200430,数码,4,723,635,76,1,1.1296875,0.9921875,0.11875,0.0015625
20200430,数码,5,111,105,6,0,1.047169811,0.990566038,0.056603774,
20200430,时尚,0,17,2,0,12,8.5,1,,6
20200430,时尚,1,101649,91279,0,27,1.095261184,0.983525127,,0.000290923
20200430,时尚,2,10897,10053,644,16,1.047788462,0.966634615,0.061923077,0.001538462
20200430,时尚,3,5540,5157,312,7,1.03706477,0.965368776,0.058405092,0.001310371
20200430,时尚,4,2611,2428,164,0,1.059659091,0.98538961,0.066558442,
20200430,时尚,5,471,448,22,0,1.042035398,0.991150442,0.048672566,
20200430,游戏,0,385,104,0,258,3.701923077,1,,2.480769231
20200430,游戏,1,2380450,2195526,0,948,1.076451601,0.992828027,,0.00042869
20200430,游戏,2,150194,137170,11348,153,1.068638961,0.97597245,0.080741674,0.001088604
20200430,游戏,3,40577,37339,2822,30,1.066692955,0.981572029,0.074185068,0.000788644
20200430,游戏,4,8205,7682,501,2,1.054085303,0.986896197,0.064362795,0.000256937
20200430,游戏,5,1136,1058,78,0,1.065666041,0.99249531,0.073170732,
20200430,生活,0,431,101,0,279,4.267326733,1,,2.762376238
20200430,生活,1,2819398,2538194,0,613,1.09531041,0.986065221,,0.000238145
20200430,生活,2,124875,112294,10194,124,1.079122702,0.97040244,0.088092707,0.001071561
20200430,生活,3,37615,34028,2971,45,1.078504459,0.97565731,0.085185079,0.001290249
20200430,生活,4,10510,9735,723,5,1.067005076,0.988324873,0.073401015,0.000507614
20200430,生活,5,1606,1507,97,0,1.072812291,1.006680027,0.064796259,
20200430,电影,1,31,30,0,0,0.96875,0.9375,,
20200430,电影,2,19,19,0,0,0.95,0.95,,
20200430,电影,3,17,16,1,0,1.0625,1,0.0625,
20200430,电影,4,9,9,0,0,1,1,,
20200430,电影,5,1,1,0,0,1,1,,
20200430,电视剧,1,40,38,0,0,1.052631579,1,,
20200430,电视剧,2,16,16,0,0,0.888888889,0.888888889,,
20200430,电视剧,3,12,11,1,0,1,0.916666667,0.083333333,
20200430,电视剧,4,5,4,1,0,1.25,1,0.25,
20200430,电视剧,5,4,4,0,0,1,1,,
20200430,番剧,0,1,0,0,1,,,,
20200430,番剧,1,3836,3688,0,3,1.018316963,0.979028405,,0.00079639
20200430,番剧,2,1973,1911,54,3,1.019638243,0.987596899,0.027906977,0.001550388
20200430,番剧,3,855,840,14,0,1.014234875,0.996441281,0.016607355,
20200430,番剧,4,168,166,2,0,1.012048193,1,0.012048193,
20200430,番剧,5,21,21,0,0,1.05,1.05,,
20200430,知识,0,29,4,0,24,7.25,1,,6
20200430,知识,1,165232,146186,0,54,1.115121411,0.986583341,,0.000364436
20200430,知识,2,34591,30376,3569,13,1.092991658,0.959807887,0.112771739,0.000410768
20200430,知识,3,12164,10826,1226,8,1.088793412,0.969029717,0.109738632,0.000716076
20200430,知识,4,3446,3089,334,0,1.098852041,0.985012755,0.106505102,
20200430,知识,5,448,405,42,0,1.100737101,0.995085995,0.103194103,
20200430,纪录片,0,3,0,0,2,3,,,2
20200430,纪录片,1,24619,23866,0,3,0.996680296,0.966195701,,0.000121453
20200430,纪录片,2,1920,1789,124,2,1.026737968,0.956684492,0.06631016,0.001069519
20200430,纪录片,3,592,568,23,0,1,0.959459459,0.038851351,
20200430,纪录片,4,162,155,6,0,1.00621118,0.962732919,0.037267081,
20200430,纪录片,5,31,31,0,0,1,1,,
20200430,舞蹈,0,9,1,0,7,9,1,,7
20200430,舞蹈,1,88117,82774,0,44,1.048899523,0.985299194,,0.000523753
20200430,舞蹈,2,11170,10756,337,7,1.016841147,0.979153391,0.030678198,0.000637233
20200430,舞蹈,3,3567,3399,144,8,1.02795389,0.979538905,0.041498559,0.002305476
20200430,舞蹈,4,1101,1047,50,0,1.040642722,0.989603025,0.047258979,
20200430,舞蹈,5,153,149,4,0,1.02,0.993333333,0.026666667,
20200430,音乐,0,69,17,0,47,4.3125,1.0625,,2.9375
20200430,音乐,1,492243,460538,0,175,1.054179944,0.98628101,,0.000374777
20200430,音乐,2,42690,40161,2153,36,1.039166525,0.977605219,0.052408656,0.000876318
20200430,音乐,3,12172,11404,636,4,1.051304198,0.984971498,0.054931767,0.000345483
20200430,音乐,4,2622,2469,139,0,1.04047619,0.979761905,0.05515873,
20200430,音乐,5,379,356,23,0,1.06162465,0.99719888,0.06442577,
20200430,鬼畜,0,9,3,0,6,3,1,,2
20200430,鬼畜,1,16159,15238,0,21,1.043863049,0.984366925,,0.001356589
20200430,鬼畜,2,4072,3852,188,12,1.031669622,0.975931087,0.047631112,0.003040284
20200430,鬼畜,3,1758,1669,86,1,1.037168142,0.984660767,0.050737463,0.000589971
20200430,鬼畜,4,560,536,24,0,1.035120148,0.990757856,0.044362292,
20200430,鬼畜,5,99,95,4,0,1.042105263,1,0.042105263,
20200531,付费,1,8,8,0,0,1.142857143,1.142857143,,
20200531,付费,2,5,4,0,0,1.25,1,,
20200531,付费,3,4,4,0,0,1,1,,
20200531,付费,4,7,6,1,0,1.4,1.2,0.2,
20200531,付费,5,2,2,0,0,2,2,,
20200531,动画,0,118,84,0,33,1.404761905,1,,0.392857143
20200531,动画,1,331855,313106,0,143,1.046890921,0.987744132,,0.000451117
20200531,动画,2,41581,39088,2129,47,1.042652959,0.980140421,0.053385155,0.001178536
20200531,动画,3,13489,12751,663,12,1.040175817,0.983266502,0.051125848,0.000925355
20200531,动画,4,3054,2888,158,0,1.048043926,0.991077557,0.054221002,
20200531,动画,5,382,365,17,0,1.049450549,1.002747253,0.046703297,
20200531,国创,0,6,4,0,1,1.5,1,,0.25
20200531,国创,1,23100,21535,0,5,1.059876118,0.988070658,,0.00022941
20200531,国创,2,3208,3025,153,2,1.032839665,0.973921442,0.049259498,0.000643915
20200531,国创,3,1220,1159,56,0,1.041844577,0.989752348,0.047822374,
20200531,国创,4,301,288,13,0,1.037931034,0.993103448,0.044827586,
20200531,国创,5,60,60,0,0,1,1,,
20200531,娱乐,0,80,49,0,27,1.632653061,1,,0.551020408
20200531,娱乐,1,421883,399999,0,209,1.046744392,0.992447456,,0.000518555
20200531,娱乐,2,55469,52973,2223,48,1.032403961,0.985947737,0.041375074,0.000893389
20200531,娱乐,3,16352,15691,531,6,1.029528427,0.987911604,0.033431971,0.000377762
20200531,娱乐,4,2178,2080,85,0,1.038626609,0.991893181,0.040534096,
20200531,娱乐,5,169,155,12,0,1.104575163,1.013071895,0.078431373,
20200531,广告,1,80,14,0,0,0.003625323,0.000634432,,
20200531,影视,0,123,83,0,37,1.464285714,0.988095238,,0.44047619
20200531,影视,1,514011,481394,0,161,1.07428501,1.006115351,,0.000336491
20200531,影视,2,41012,38631,2050,34,1.048766142,0.987878788,0.052422964,0.000869454
20200531,影视,3,11606,11040,507,7,1.041270411,0.990489862,0.04548717,0.000628028
20200531,影视,4,2091,1996,92,0,1.034124629,0.987141444,0.045499505,
20200531,影视,5,266,258,8,0,1.035019455,1.003891051,0.031128405,
20200531,数码,0,17,11,0,5,1.545454545,1,,0.454545455
20200531,数码,1,74778,68996,0,20,1.0780831,0.994723336,,0.000288342
20200531,数码,2,7147,6566,491,10,1.061961367,0.975631501,0.072956909,0.001485884
20200531,数码,3,2471,2280,172,0,1.063710719,0.981489453,0.074042187,
20200531,数码,4,760,713,45,0,1.051175657,0.986168741,0.062240664,
20200531,数码,5,121,112,9,0,1.09009009,1.009009009,0.081081081,
20200531,时尚,0,28,17,0,7,1.647058824,1,,0.411764706
20200531,时尚,1,109175,100388,0,28,1.074039095,0.987594566,,0.000275458
20200531,时尚,2,11374,10609,620,23,1.043773516,0.973570708,0.056896394,0.002110673
20200531,时尚,3,5735,5387,291,12,1.035198556,0.972382671,0.052527076,0.002166065
20200531,时尚,4,2724,2562,150,1,1.043278437,0.981233244,0.057449253,0.000382995
20200531,时尚,5,508,472,35,0,1.078556263,1.002123142,0.074309979,
20200531,游戏,0,646,385,0,235,1.677922078,1,,0.61038961
20200531,游戏,1,2517570,2360000,0,931,1.057602554,0.991409187,,0.000391103
20200531,游戏,2,158356,146873,9885,339,1.05434305,0.977888597,0.065814879,0.002257081
20200531,游戏,3,42806,39732,2632,93,1.054932597,0.979175395,0.064864332,0.002291939
20200531,游戏,4,8497,8053,410,7,1.035588056,0.981474711,0.049969531,0.000853138
20200531,游戏,5,1179,1129,49,0,1.037852113,0.993838028,0.043133803,
20200531,生活,0,683,431,0,205,1.584686775,1,,0.475638051
20200531,生活,1,3041207,2794035,0,685,1.078672468,0.991004108,,0.00024296
20200531,生活,2,133130,121884,9312,198,1.066106106,0.976048048,0.074570571,0.001585586
20200531,生活,3,40082,36861,2697,61,1.065585538,0.979954805,0.07170012,0.001621693
20200531,生活,4,11055,10339,664,4,1.051855376,0.983729781,0.063177926,0.00038059
20200531,生活,5,1654,1574,78,0,1.02988792,0.98007472,0.04856787,
20200531,电影,1,29,29,0,0,0.935483871,0.935483871,,
20200531,电影,2,20,19,1,0,1.052631579,1,0.052631579,
20200531,电影,3,17,17,0,0,1,1,,
20200531,电影,4,9,9,0,0,1,1,,
20200531,电影,5,1,1,0,0,1,1,,
20200531,电视剧,1,41,38,0,0,1.025,0.95,,
20200531,电视剧,2,17,16,1,0,1.0625,1,0.0625,
20200531,电视剧,3,15,14,1,0,1.25,1.166666667,0.083333333,
20200531,电视剧,4,6,5,1,0,1.2,1,0.2,
20200531,电视剧,5,4,4,0,0,1,1,,
20200531,番剧,0,2,1,0,1,2,1,,1
20200531,番剧,1,3945,3801,0,4,1.028415016,0.990875912,,0.001042753
20200531,番剧,2,2007,1955,41,0,1.017232641,0.990876837,0.020780537,
20200531,番剧,3,868,856,10,0,1.015204678,1.001169591,0.011695906,
20200531,番剧,4,169,167,2,0,1.005952381,0.994047619,0.011904762,
20200531,番剧,5,21,21,0,0,1,1,,
20200531,知识,0,49,29,0,19,1.689655172,1,,0.655172414
20200531,知识,1,181777,162986,0,64,1.100131936,0.986406991,,0.000387334
20200531,知识,2,37239,33310,3371,14,1.076551704,0.962967246,0.097453095,0.00040473
20200531,知识,3,13032,11797,1136,10,1.071358106,0.969829004,0.093390332,0.000822098
20200531,知识,4,3742,3392,336,0,1.085896692,0.984329658,0.097504353,
20200531,知识,5,475,440,35,0,1.060267857,0.982142857,0.078125,
20200531,纪录片,0,4,3,0,1,1.333333333,1,,0.333333333
20200531,纪录片,1,24800,23912,0,4,1.007352045,0.971282343,,0.000162476
20200531,纪录片,2,1929,1812,102,2,1.0046875,0.94375,0.053125,0.001041667
20200531,纪录片,3,604,561,39,1,1.02027027,0.947635135,0.065878378,0.001689189
20200531,纪录片,4,152,148,4,0,0.938271605,0.913580247,0.024691358,
20200531,纪录片,5,28,28,0,0,0.903225806,0.903225806,,
20200531,舞蹈,0,14,9,0,3,1.555555556,1,,0.333333333
20200531,舞蹈,1,92352,87197,0,45,1.048061101,0.989559336,,0.000510685
20200531,舞蹈,2,11414,10992,357,8,1.021844226,0.984064458,0.031960609,0.000716204
20200531,舞蹈,3,3644,3499,116,7,1.021586768,0.980936361,0.032520325,0.001962433
20200531,舞蹈,4,1142,1090,48,0,1.037238874,0.990009083,0.04359673,
20200531,舞蹈,5,157,153,3,0,1.026143791,1,0.019607843,
20200531,资讯,1,48,45,0,0,,,,
20200531,资讯,2,40,31,8,0,,,,
20200531,资讯,3,39,29,8,0,,,,
20200531,资讯,4,45,39,6,0,,,,
20200531,资讯,5,31,31,0,0,,,,
20200531,音乐,0,112,69,0,38,1.623188406,1,,0.550724638
20200531,音乐,1,514209,487567,0,147,1.044624301,0.990500627,,0.000298633
20200531,音乐,2,44295,41943,1993,74,1.037596627,0.982501757,0.046685406,0.001733427
20200531,音乐,3,12612,11907,582,33,1.036148538,0.978228722,0.047814657,0.00271114
20200531,音乐,4,2672,2554,107,2,1.019069413,0.974065599,0.040808543,0.000762777
20200531,音乐,5,396,376,20,0,1.044854881,0.992084433,0.052770449,
20200531,鬼畜,0,21,9,0,12,2.333333333,1,,1.333333333
20200531,鬼畜,1,16876,16021,0,15,1.044371558,0.991459868,,0.000928275
20200531,鬼畜,2,4167,3989,161,2,1.023330059,0.979616896,0.03953831,0.000491159
20200531,鬼畜,3,1817,1740,71,0,1.033560865,0.989761092,0.040386803,
20200531,鬼畜,4,572,558,14,0,1.021428571,0.996428571,0.025,
20200531,鬼畜,5,101,99,2,0,1.02020202,1,0.02020202,
20200630,付费,1,8,8,0,0,1,1,,
20200630,付费,2,5,5,0,0,1,1,,
20200630,付费,3,4,4,0,0,1,1,,
20200630,付费,4,7,6,0,0,1,0.857142857,,
20200630,付费,5,2,2,0,0,1,1,,
20200630,动画,0,162,119,0,36,1.372881356,1.008474576,,0.305084746
20200630,动画,1,343049,329451,1,208,1.0337316,0.992755872,3.01E-06,0.00062678
20200630,动画,2,43189,41332,1562,90,1.038671509,0.994011688,0.037565234,0.00216445
20200630,动画,3,14305,13642,591,17,1.060493736,1.011342575,0.043813478,0.001260286
20200630,动画,4,3274,3147,124,0,1.072036673,1.030451866,0.040602489,
20200630,动画,5,419,404,14,0,1.096858639,1.057591623,0.036649215,
20200630,国创,0,8,6,0,2,1.333333333,1,,0.333333333
20200630,国创,1,24339,22980,0,8,1.053636364,0.994805195,,0.00034632
20200630,国创,2,3295,3150,116,5,1.027119701,0.9819202,0.036159601,0.001558603
20200630,国创,3,1260,1214,42,0,1.032786885,0.995081967,0.03442623,
20200630,国创,4,307,301,5,0,1.019933555,1,0.016611296,
20200630,国创,5,61,61,0,0,1.016666667,1.016666667,,
20200630,娱乐,0,109,80,0,28,1.3625,1,,0.35
20200630,娱乐,1,431813,417325,0,197,1.023537331,0.989196057,,0.000466954
20200630,娱乐,2,56832,54652,1908,64,1.024572284,0.985271052,0.034397591,0.001153798
20200630,娱乐,3,16614,16111,461,4,1.016022505,0.985261742,0.02819227,0.000244618
20200630,娱乐,4,2253,2151,73,0,1.034435262,0.987603306,0.033516988,
20200630,娱乐,5,182,167,10,0,1.076923077,0.98816568,0.059171598,
20200630,影视,0,168,123,0,37,1.365853659,1,,0.300813008
20200630,影视,1,537422,511245,0,197,1.045545718,0.994618792,,0.00038326
20200630,影视,2,42231,40229,1692,68,1.029723008,0.980908027,0.041256218,0.001658051
20200630,影视,3,11992,11517,436,7,1.033258659,0.992331553,0.037566776,0.000603136
20200630,影视,4,2170,2076,90,0,1.037780966,0.992826399,0.043041607,
20200630,影视,5,276,265,11,0,1.037593985,0.996240602,0.041353383,
20200630,数码,0,26,17,0,8,1.529411765,1,,0.470588235
20200630,数码,1,79062,74009,0,26,1.057289577,0.989716227,,0.000347696
20200630,数码,2,7442,6958,408,19,1.04127606,0.973555338,0.05708689,0.002658458
20200630,数码,3,2575,2397,149,9,1.042088223,0.97005261,0.060299474,0.00364225
20200630,数码,4,795,747,47,0,1.046052632,0.982894737,0.061842105,
20200630,数码,5,126,123,3,0,1.041322314,1.016528926,0.024793388,
20200630,时尚,0,35,28,0,6,1.25,1,,0.214285714
20200630,时尚,1,115024,107781,0,45,1.053574536,0.987231509,,0.000412182
20200630,时尚,2,11747,11098,480,44,1.032794092,0.97573413,0.042201512,0.003868472
20200630,时尚,3,5855,5546,261,15,1.02092415,0.967044464,0.045510026,0.002615519
20200630,时尚,4,2850,2696,142,3,1.046255507,0.989720999,0.052129222,0.001101322
20200630,时尚,5,547,508,37,0,1.076771654,1,0.072834646,
20200630,游戏,0,899,645,0,238,1.391640867,0.998452012,,0.368421053
20200630,游戏,1,2611905,2495497,0,1209,1.037470656,0.991232419,,0.000480225
20200630,游戏,2,164209,155027,7636,684,1.036961025,0.978977746,0.048220465,0.004319382
20200630,游戏,3,44227,41598,2253,70,1.033196281,0.971779657,0.052632808,0.001635285
20200630,游戏,4,8745,8352,371,6,1.029186772,0.982935154,0.043662469,0.000706132
20200630,游戏,5,1222,1166,54,0,1.036471586,0.988973707,0.045801527,
20200630,生活,0,945,685,0,213,1.383601757,1.002928258,,0.311859444
20200630,生活,1,3211716,3025513,0,840,1.056066226,0.994839549,,0.000276206
20200630,生活,2,142206,132699,7743,506,1.068173965,0.996762563,0.058161196,0.003800796
20200630,生活,3,42545,39761,2325,79,1.061449029,0.991991418,0.058006088,0.00197096
20200630,生活,4,11847,11175,621,4,1.071641791,1.010854817,0.056173677,0.000361827
20200630,生活,5,1754,1683,69,0,1.060459492,1.017533253,0.04171705,
20200630,电影,1,29,29,0,0,1,1,,
20200630,电影,2,19,19,0,0,0.95,0.95,,
20200630,电影,3,18,17,0,0,1.058823529,1,,
20200630,电影,4,9,9,0,0,1,1,,
20200630,电影,5,1,1,0,0,1,1,,
20200630,电视剧,1,41,41,0,0,1,1,,
20200630,电视剧,2,16,16,0,0,0.941176471,0.941176471,,
20200630,电视剧,3,15,15,0,0,1,1,,
20200630,电视剧,4,6,6,0,0,1,1,,
20200630,电视剧,5,4,4,0,0,1,1,,
20200630,番剧,0,2,2,0,0,1,1,,
20200630,番剧,1,4006,3899,0,2,1.015462611,0.98833967,,0.000506971
20200630,番剧,2,2028,1988,29,3,1.010463378,0.990533134,0.014449427,0.001494768
20200630,番剧,3,872,859,13,0,1.004608295,0.989631336,0.014976959,
20200630,番剧,4,167,165,1,1,0.98816568,0.976331361,0.00591716,0.00591716
20200630,番剧,5,22,20,2,0,1.047619048,0.952380952,0.095238095,
20200630,知识,0,69,47,0,18,1.408163265,0.959183673,,0.367346939
20200630,知识,1,187447,162353,0,52,1.031192065,0.893143797,,0.000286065
20200630,知识,2,36039,32693,2750,33,0.967775719,0.877923682,0.073847311,0.000886168
20200630,知识,3,12570,11465,1007,9,0.964548803,0.87975752,0.077271332,0.000690608
20200630,知识,4,3573,3307,251,0,0.954836986,0.883752004,0.06707643,
20200630,知识,5,453,423,28,0,0.953684211,0.890526316,0.058947368,
20200630,纪录片,0,5,4,0,1,1.25,1,,0.25
20200630,纪录片,1,24690,24138,0,3,0.995564516,0.973306452,,0.000120968
20200630,纪录片,2,1939,1867,70,0,1.005184033,0.967858994,0.036288232,
20200630,纪录片,3,605,582,22,0,1.001655629,0.963576159,0.036423841,
20200630,纪录片,4,157,148,9,0,1.032894737,0.973684211,0.059210526,
20200630,纪录片,5,29,28,1,0,1.035714286,1,0.035714286,
20200630,舞蹈,0,16,14,0,1,1.142857143,1,,0.071428571
20200630,舞蹈,1,94736,91360,0,43,1.025814276,0.989258489,,0.00046561
20200630,舞蹈,2,11611,11243,299,22,1.017259506,0.985018398,0.0261959,0.001927458
20200630,舞蹈,3,3702,3582,101,5,1.015916575,0.98298573,0.027716795,0.001372119
20200630,舞蹈,4,1174,1126,46,0,1.028021016,0.985989492,0.04028021,
20200630,舞蹈,5,163,157,6,0,1.038216561,1,0.038216561,
20200630,资讯,1,47,45,0,0,0.979166667,0.9375,,
20200630,资讯,2,39,35,4,0,0.975,0.875,0.1,
20200630,资讯,3,37,34,3,0,0.948717949,0.871794872,0.076923077,
20200630,资讯,4,48,45,3,0,1.066666667,1,0.066666667,
20200630,资讯,5,31,31,0,0,1,1,,
20200630,音乐,0,153,110,0,39,1.366071429,0.982142857,,0.348214286
20200630,音乐,1,529417,508740,0,194,1.029575523,0.989364247,,0.000377278
20200630,音乐,2,45586,43622,1659,129,1.029145502,0.984806412,0.037453437,0.002912293
20200630,音乐,3,12952,12350,506,8,1.026958452,0.979226134,0.04012052,0.000634317
20200630,音乐,4,2749,2654,84,0,1.028817365,0.993263473,0.031437126,
20200630,音乐,5,413,396,13,0,1.042929293,1,0.032828283,
20200630,鬼畜,0,27,21,0,6,1.285714286,1,,0.285714286
20200630,鬼畜,1,17273,16673,0,17,1.023524532,0.987971083,,0.001007348
20200630,鬼畜,2,4227,4103,101,11,1.014398848,0.984641229,0.024238061,0.002639789
20200630,鬼畜,3,1845,1799,45,1,1.015410017,0.990093561,0.024766098,0.000550358
20200630,鬼畜,4,578,566,11,0,1.01048951,0.98951049,0.019230769,
20200630,鬼畜,5,100,100,0,0,0.99009901,0.99009901,,
20200731,付费,1,8,8,0,0,1,1,,
20200731,付费,2,4,4,0,0,0.8,0.8,,
20200731,付费,3,6,4,2,0,1.5,1,0.5,
20200731,付费,4,7,7,0,0,1,1,,
20200731,付费,5,4,4,0,0,2,2,,
20200731,动画,0,213,162,0,46,1.314814815,1,,0.283950617
20200731,动画,1,355642,338922,0,132,1.036709042,0.987969649,,0.000384785
20200731,动画,2,44573,42320,1923,23,1.032045197,0.979879136,0.044525226,0.000532543
20200731,动画,3,14852,14065,725,6,1.038238378,0.983222649,0.05068158,0.000419434
20200731,动画,4,3484,3255,216,2,1.064141723,0.994196701,0.065974343,0.000610874
20200731,动画,5,439,418,19,0,1.047732697,0.997613365,0.045346062,
20200731,国创,0,11,8,0,3,1.375,1,,0.375
20200731,国创,1,25830,24164,0,11,1.061259707,0.992809894,,0.00045195
20200731,国创,2,3423,3246,155,3,1.038846737,0.985128983,0.047040971,0.00091047
20200731,国创,3,1306,1251,52,0,1.036507937,0.992857143,0.041269841,
20200731,国创,4,321,305,16,0,1.045602606,0.993485342,0.052117264,
20200731,国创,5,64,61,3,0,1.049180328,1,0.049180328,
20200731,娱乐,0,156,109,0,38,1.431192661,1,,0.348623853
20200731,娱乐,1,444934,427651,0,184,1.030385838,0.990361569,,0.00042611
20200731,娱乐,2,58309,56054,2018,42,1.02598888,0.986310529,0.035508164,0.00073902
20200731,娱乐,3,16902,16319,534,10,1.017334778,0.982243891,0.032141567,0.000601902
20200731,娱乐,4,2386,2233,127,0,1.059032401,0.991122947,0.056369285,
20200731,娱乐,5,189,178,8,0,1.038461538,0.978021978,0.043956044,
20200731,影视,0,226,168,0,51,1.345238095,1,,0.303571429
20200731,影视,1,558640,532584,0,158,1.039481078,0.990997763,,0.000293996
20200731,影视,2,43477,41386,1820,41,1.029504393,0.979991002,0.043096304,0.000970851
20200731,影视,3,12388,11865,474,8,1.033022015,0.989409606,0.039526351,0.000667111
20200731,影视,4,2257,2144,107,0,1.040092166,0.988018433,0.049308756,
20200731,影视,5,284,275,9,0,1.028985507,0.996376812,0.032608696,
20200731,数码,0,29,26,0,3,1.115384615,1,,0.115384615
20200731,数码,1,83325,77969,0,14,1.053919709,0.986175407,,0.000177076
20200731,数码,2,7634,7222,360,7,1.025799516,0.970438054,0.048374093,0.000940607
20200731,数码,3,2683,2508,159,1,1.041941748,0.973980583,0.061747573,0.00038835
20200731,数码,4,846,790,53,1,1.064150943,0.993710692,0.066666667,0.001257862
20200731,数码,5,130,125,5,0,1.031746032,0.992063492,0.03968254,
20200731,时尚,0,42,35,0,6,1.2,1,,0.171428571
20200731,时尚,1,120850,113096,0,32,1.050650299,0.983238281,,0.000278203
20200731,时尚,2,12120,11415,559,16,1.031752788,0.971737465,0.047586618,0.00136205
20200731,时尚,3,6041,5719,275,9,1.03176772,0.97677199,0.046968403,0.001537148
20200731,时尚,4,2931,2797,120,3,1.028421053,0.981403509,0.042105263,0.001052632
20200731,时尚,5,596,546,49,0,1.089579525,0.998171846,0.089579525,
20200731,游戏,0,1154,898,0,226,1.283648498,0.998887653,,0.251390434
20200731,游戏,1,2741815,2592155,0,893,1.049737644,0.992438469,,0.000341896
20200731,游戏,2,171224,160868,9259,158,1.042719948,0.979653978,0.05638546,0.000962188
20200731,游戏,3,46721,43583,2738,32,1.056390892,0.985438759,0.061907884,0.00072354
20200731,游戏,4,9126,8641,449,4,1.043567753,0.98810749,0.051343625,0.000457404
20200731,游戏,5,1277,1214,61,0,1.045008183,0.993453355,0.049918167,
20200731,生活,0,1233,942,0,241,1.304761905,0.996825397,,0.255026455
20200731,生活,1,3365511,3167136,1,636,1.047885616,0.98611957,3.11E-07,0.000198025
20200731,生活,2,148616,138450,8693,133,1.045075454,0.973587612,0.061129629,0.000935263
20200731,生活,3,44749,41569,2703,42,1.051803972,0.977059584,0.06353273,0.00098719
20200731,生活,4,12377,11653,666,4,1.044737064,0.983624546,0.056216764,0.000337638
20200731,生活,5,1831,1750,78,0,1.043899658,0.997719498,0.044469783,
20200731,电影,1,31,31,0,0,1.068965517,1.068965517,,
20200731,电影,2,19,19,0,0,1,1,,
20200731,电影,3,18,18,0,0,1,1,,
20200731,电影,4,8,8,0,0,0.888888889,0.888888889,,
20200731,电影,5,2,1,1,0,2,1,1,
20200731,电视剧,1,45,41,0,0,1.097560976,1,,
20200731,电视剧,2,15,15,0,0,0.9375,0.9375,,
20200731,电视剧,3,12,12,0,0,0.8,0.8,,
20200731,电视剧,4,6,6,0,0,1,1,,
20200731,电视剧,5,4,4,0,0,1,1,,
20200731,番剧,0,3,2,0,1,1.5,1,,0.5
20200731,番剧,1,4049,3946,0,1,1.010733899,0.985022466,,0.000249626
20200731,番剧,2,2028,1997,29,1,1,0.984714004,0.014299803,0.000493097
20200731,番剧,3,883,865,18,0,1.012614679,0.991972477,0.020642202,
20200731,番剧,4,171,168,3,0,1.023952096,1.005988024,0.017964072,
20200731,番剧,5,21,21,0,0,0.954545455,0.954545455,,
20200731,知识,0,90,69,0,17,1.304347826,1,,0.246376812
20200731,知识,1,212269,186587,0,72,1.132421431,0.995412036,,0.000384109
20200731,知识,2,38762,34884,3224,14,1.075557035,0.967951386,0.089458642,0.000388468
20200731,知识,3,13542,12275,1162,12,1.077326969,0.976531424,0.092442323,0.000954654
20200731,知识,4,3873,3529,324,2,1.083963056,0.987685418,0.090680101,0.000559754
20200731,知识,5,495,451,42,0,1.092715232,0.995584989,0.092715232,
20200731,纪录片,0,5,5,0,0,1,1,,
20200731,纪录片,1,24557,24121,0,3,0.994613204,0.976954232,,0.000121507
20200731,纪录片,2,1951,1876,71,0,1.006188757,0.967509025,0.036616813,
20200731,纪录片,3,606,587,19,0,1.001652893,0.970247934,0.031404959,
20200731,纪录片,4,162,154,8,0,1.031847134,0.98089172,0.050955414,
20200731,纪录片,5,29,29,0,0,1,1,,
20200731,舞蹈,0,21,16,0,4,1.3125,1,,0.25
20200731,舞蹈,1,96997,93654,0,25,1.023866323,0.988578787,,0.000263891
20200731,舞蹈,2,11827,11421,343,6,1.018603049,0.983636207,0.029540953,0.000516751
20200731,舞蹈,3,3787,3649,114,7,1.022960562,0.985683414,0.030794165,0.00189087
20200731,舞蹈,4,1214,1162,48,0,1.03407155,0.989778535,0.04088586,
20200731,舞蹈,5,173,163,10,0,1.061349693,1,0.061349693,
20200731,资讯,1,45,43,0,0,0.957446809,0.914893617,,
20200731,资讯,2,42,35,4,0,1.076923077,0.897435897,0.102564103,
20200731,资讯,3,47,37,10,0,1.27027027,1,0.27027027,
20200731,资讯,4,49,46,3,0,1.020833333,0.958333333,0.0625,
20200731,资讯,5,35,31,4,0,1.129032258,1,0.129032258,
20200731,音乐,0,194,152,0,38,1.267973856,0.993464052,,0.248366013
